id,Name,titleProject_id,class,score
324,Люцарева Яна Аркадьевна,376,11б,2,Люцарева_ЯА,DgkC4pVW
325,Боготынина София Егоровна,63,11б,5,Боготынина_СЕ,QWjhfjwV
326,Саюшкин Игорь Алексиевич,211,11х,5,Саюшкин_ИА,3R79qq2Q
327,Потешных Тамара Николаевна,468,11в,3,Потешных_ТН,r8U9Qoou
328,Незлина Жанна Василевна,426,8б,5,Незлина_ЖВ,RQ7Vkewu
329,Федичева Вероника Кирилловна,37,7х,4,Федичева_ВК,zFGNlHtm
330,Пустынкин Вадим Антонович,388,10в,5,Пустынкин_ВА,SeA4RIcq
331,Аринакова Ирина Михайловна,150,8в,5,Аринакова_ИМ,Q6lzg2Fd
332,Обиралкова Мария Егоровна,294,11т,5,Обиралкова_МЕ,RQaGyTLO
333,Аристарова Валентина Максимовна,443,11г,2,Аристарова_ВМ,9f9ehRjc
334,Яуров Герасим Юрьевич,38,9а,5,Яуров_ГЮ,sibJl5oi
335,Духонькин Вячеслав Фёдорович,2,9в,4,Духонькин_ВФ,rVDVeHzB
336,Гвасков Евгений Михаилович,402,9в,5,Гвасков_ЕМ,4j2RTxKv
337,Жабынина Галина Николаевна,185,7х,5,Жабынина_ГН,2EbVjhHH
338,Шерюкова Виолетта Романовна,440,9б,4,Шерюкова_ВР,KNniKuQY
339,Колокатов Пётр Евгеньевич,484,10в,3,Колокатов_ПЕ,21DmASNw
340,Шайдуков Андрей Михаилович,317,9и,4,Шайдуков_АМ,MDCa4ZKy
341,Смирнягина Дарья Игоревна,425,10в,4,Смирнягина_ДИ,r2JHWnFN
342,Штырева Ева Олеговна,258,11и,2,Штырева_ЕО,HLxhCpgt
343,Ашукин Вячеслав Михаилович,191,10т,4,Ашукин_ВМ,u2RN22Rd
344,Рубченкова Галина Алексеевна,190,9в,3,Рубченкова_ГА,3pUrE6f7
345,Зархин Иван Алексиевич,478,11и,5,Зархин_ИА,sF785rR0
346,Адиотов Дмитрий Павлович,156,7б,3,Адиотов_ДП,iqWXIwZK
347,Тищенкова Раиса Валерьевна,79,7д,3,Тищенкова_РВ,de2Hc4xf
348,Лозеев Илья Петрович,205,10д,2,Лозеев_ИП,iScd0xFM
349,Кобяшов Герасим Михаилович,305,11т,2,Кобяшов_ГМ,A2opxC6r
350,Ронова Клавдия Валерьевна,107,7и,4,Ронова_КВ,FAXrKOqA
351,Стрижнов Алексей Евгеньевич,385,11г,3,Стрижнов_АЕ,h02I9V2g
352,Волынский Алексей Виталиевич,362,11т,5,Волынский_АВ,Wpj9wUKV
353,Машонский Василий Данилович,23,9д,5,Машонский_ВД,0MvCVpuC
354,Буриева Зинаида Аркадьевна,104,11д,4,Буриева_ЗА,Z9XOVoej
355,Борщина Алёна Ивановна,377,11а,5,Борщина_АИ,AHj9CGkA
356,Белчков Олег Иванович,275,10а,4,Белчков_ОИ,LXoBowSU
357,Остропиков Альберт Данилович,157,8г,2,Остропиков_АД,rURTj7Cp
358,Оргонова Любовь Максимовна,264,7б,4,Оргонова_ЛМ,DmktmxiN
359,Мальков Юрий Евгеньевич,228,7г,3,Мальков_ЮЕ,Jtl36gXi
360,Свльхова Наталья Вадимовна,160,9т,5,Свльхова_НВ,bsduUClI
361,Мякушков Герасим Леонидович,102,10т,3,Мякушков_ГЛ,RfEkKh5a
362,Межуев Георгий Юриевич,355,8г,4,Межуев_ГЮ,2CiM9APT
363,Чериншев Александр Сергеевич,439,8а,2,Чериншев_АС,U3yfADT3
364,Муниров Алексей Андреевич,117,11г,3,Муниров_АА,77Vvo8Fx
365,Климухин Руслан Романович,269,10в,3,Климухин_РР,xOQE5mqm
366,Дембская Екатерина Никитична,64,11б,4,Дембская_ЕН,acb1nFkX
367,Тюнеев Яков Фёдорович,417,10т,2,Тюнеев_ЯФ,jfG7FIQP
368,Трушитин Антон Данилович,168,9х,3,Трушитин_АД,uce6wnFB
369,Балакишиев Роман Алексиевич,143,11х,5,Балакишиев_РА,KmHvfhaT
370,Немтюрева Валерия Аркадьевна,12,10г,4,Немтюрева_ВА,XKifiGJ0
371,Складанова Клавдия Аркадьевна,257,9а,3,Складанова_КА,ooofo9Yh
372,Заходина Полина Леонидовна,93,10д,4,Заходина_ПЛ,kYujlovZ
373,Муринов Анатолий Борисович,171,11б,5,Муринов_АБ,D62h4ucE
374,Гришалова Любовь Евгеньевна,301,8т,3,Гришалова_ЛЕ,K0VXfqMc
375,Ситчихин Станислав Георгиевич,247,8т,5,Ситчихин_СГ,g6dhc2Uw
376,Просяных Георгий Василиевич,366,9в,2,Просяных_ГВ,rd7SEL2b
377,Дзабиев Григорий Георгиевич,259,11д,5,Дзабиев_ГГ,6M7jiFgd
378,Рыбаулин Григорий Алексеевич,140,11а,5,Рыбаулин_ГА,MPutOhzC
379,Тупиева Екатерина Ивановна,400,7д,2,Тупиева_ЕИ,Bas12sUk
380,Куверчева Алена Ивановна,170,10д,3,Куверчева_АИ,VJh1ruNe
381,Цаблинова Виктория Богдановна,342,9г,4,Цаблинова_ВБ,uPlf3YDr
382,Синенков Григорий Леонидович,230,9в,5,Синенков_ГЛ,e4qPI3YV
383,Лизункин Артур Олегович,4,11в,5,Лизункин_АО,bCvF5jaN
384,Славущева Александра Эдуардовна,81,8а,5,Славущева_АЭ,a5JVsB9k
385,Шахвердов Дмитрий Антонович,132,11б,2,Шахвердов_ДА,IN3GxKxC
386,Рапацкая Ольга Ивановна,223,10г,3,Рапацкая_ОИ,pl2gSZQ5
387,Сторокожев Виталий Аркадиевич,159,9б,2,Сторокожев_ВА,lzmlp7eb
388,Половодов Кирилл Николаевич,18,8т,5,Половодов_КН,srZcef03
389,Халтанова Алена Дмитриевна,49,8б,3,Халтанова_АД,ejWVdqi4
390,Заложнев Роман Фёдорович,448,8в,4,Заложнев_РФ,KzlXkE52
391,Рыжих Кристина Аркадьевна,213,7а,4,Рыжих_КА,u6C8vznW
392,Буров Руслан Игоревич,405,11и,5,Буров_РИ,IsRcOvZs
393,Гачков Виталий Евгеньевич,277,9т,4,Гачков_ВЕ,daH7emNA
394,Кадилов Геннадий Борисович,225,10в,3,Кадилов_ГБ,i4HoWVya
395,Гликина Алёна Эдуардовна,454,9б,3,Гликина_АЭ,rT2yI0me
396,Ичкинина Любовь Андреевна,299,8г,5,Ичкинина_ЛА,hU92Ga4w
397,Мозшорина Кира Дмитриевна,65,8б,3,Мозшорина_КД,WqFVjoPj
398,Брижеватов Константин Борисович,152,11т,2,Брижеватов_КБ,oXdLbPHo
399,Бучеров Тарас Викторович,429,10д,4,Бучеров_ТВ,HPSpYb2e
400,Мисютина Валерия Эдуардовна,368,9г,2,Мисютина_ВЭ,a3LhWrKG
401,Льянов Федор Вадимович,328,8а,4,Льянов_ФВ,0LbXSDUv
402,Щуркин Георгий Яковлевич,180,8в,4,Щуркин_ГЯ,gZvCejEy
403,Акулин Федор Адамович,241,10г,4,Акулин_ФА,mql33nep
404,Волженкова Екатерина Ивановна,233,9д,4,Волженкова_ЕИ,t6ebqxqo
405,Махометова София Викторовна,424,8и,3,Махометова_СВ,gpSB4WB7
406,Зызлов Геннадий Антонович,274,7в,3,Зызлов_ГА,PUJQAqFY
407,Девляшова Кира Олеговна,51,11д,5,Девляшова_КО,wE094oxx
408,Яковкина Алена Никитична,320,9т,5,Яковкина_АН,b60IPNeu
409,Бузулев Вадим Николаевич,331,10д,3,Бузулев_ВН,rbtxziE9
410,Ганельский Юрий Юриевич,474,9д,3,Ганельский_ЮЮ,Cb948EH9
411,Шкапрова Ева Ивановна,371,7б,5,Шкапрова_ЕИ,3IHdzM3p
412,Чичирин Владимир Георгиевич,11,10а,4,Чичирин_ВГ,RuHLhcMJ
413,Шилова Надежда Викторовна,124,9б,2,Шилова_НВ,91fmlnUG
414,Коваев Руслан Михаилович,487,9т,3,Коваев_РМ,gqdCSlhM
415,Саверина Надежда Андреевна,407,11б,4,Саверина_НА,YyjoKfwl
416,Тишанкин Олег Адамович,334,9д,3,Тишанкин_ОА,njX4MPSl
417,Широпаев Валерий Сергеевич,406,9б,2,Широпаев_ВС,EUrD47ZG
418,Щепанин Олег Адамович,226,7а,3,Щепанин_ОА,1zI4aUMU
419,Оплетин Владислав Аркадиевич,361,10х,4,Оплетин_ВА,aK3bglF1
420,Оденова Карина Андреевна,409,8и,4,Оденова_КА,VhC5BEvo
421,Семагин Альберт Андреевич,456,10х,4,Семагин_АА,f7ThRTEb
422,Черданцева Анастасия Олеговна,128,8х,3,Черданцева_АО,WfCQvOCq
423,Лонцова Елизавета Эдуардовна,224,7х,3,Лонцова_ЕЭ,7jV85xBA
424,Сарсекеева Алёна Никитична,462,11и,4,Сарсекеева_АН,RaUa05XV
425,Аковецкий Антон Евгеньевич,500,8б,4,Аковецкий_АЕ,OYTDYWvf
426,Аратский Станислав Борисович,351,9и,2,Аратский_СБ,wBYFJdsI
427,Чужриков Пётр Денисович,200,9в,3,Чужриков_ПД,daxAxu2j
428,Никитшин Алексей Кириллович,111,11и,3,Никитшин_АК,g9wUFIla
429,Симендяев Василий Алексиевич,45,8д,4,Симендяев_ВА,45QRvfFf
430,Ошитков Максим Сергеевич,151,10г,4,Ошитков_МС,rhg0rTpV
431,Юрасов Евгений Романович,338,9и,3,Юрасов_ЕР,UTbX8nDS
432,Головяшин Павел Юриевич,179,7г,5,Головяшин_ПЮ,nukaoRob
433,Манжурина Екатерина Сергеевна,219,7т,3,Манжурина_ЕС,fBgi4C4e
434,Никурашин Олег Евгеньевич,291,11х,2,Никурашин_ОЕ,utKQSSlA
435,Бехтерев Федор Вадимович,137,9х,3,Бехтерев_ФВ,TEy9mAbw
436,Годлевская Катерина Дмитриевна,403,11г,3,Годлевская_КД,ErqEtzvL
437,Акиярова Алина Эдуардовна,9,11а,4,Акиярова_АЭ,vLBh52fy
438,Милина Алена Петровна,359,8г,3,Милина_АП,sbZJIUrg
439,Воловин Борис Викторович,350,7т,2,Воловин_БВ,6ryYikN5
440,Туморина Ксения Федоровна,133,8б,5,Туморина_КФ,CyUvfqgP
441,Желейков Вячеслав Яковлевич,199,8г,3,Желейков_ВЯ,5nUpGS1L
442,Шишорнина Екатерина Алексеевна,183,8т,3,Шишорнина_ЕА,xg0kuh6u
443,Юумогулова Виолетта Игоревна,311,10х,3,Юумогулова_ВИ,QISFG0dN
444,Рецков Денис Денисович,85,10д,2,Рецков_ДД,YU25NS49
445,Химунина Елизавета Ивановна,392,7д,2,Химунина_ЕИ,dMTLLOVH
446,Кобрянов Александр Алексиевич,455,7т,2,Кобрянов_АА,WjukRb6m
447,Бирылов Тарас Данилович,243,11а,3,Бирылов_ТД,0KZTp7ZY
448,Туфатулин Ярослав Леонидович,485,8х,4,Туфатулин_ЯЛ,8Ecr4dub
449,Долбишев Николай Аркадиевич,292,10б,5,Долбишев_НА,VKl4oaVV
450,Махтумова Алёна Эдуардовна,186,10б,4,Махтумова_АЭ,kMtZxrJY
451,Нарзаркин Алексей Романович,423,10т,2,Нарзаркин_АР,U8WETFyg
452,Куранина Алена Леонидовна,196,9б,4,Куранина_АЛ,STYJUEgh
453,Ситюков Аркадий Евгеньевич,32,10в,3,Ситюков_АЕ,84wEdkVj
454,Мизюрова Алиса Никитична,176,7г,4,Мизюрова_АН,fMswN6Yr
455,Пандурова Алиса Дмитриевна,130,9б,2,Пандурова_АД,wxOt4O4O
456,Жилейкин Борис Тимофеевич,91,7в,2,Жилейкин_БТ,xgmKcVry
457,Корпункова Виолетта Сергеевна,83,11а,3,Корпункова_ВС,ewEANZGt
458,Пашохонова Анастасия Федоровна,467,9в,4,Пашохонова_АФ,nCmHWKj2
459,Сузальцева Тамара Михайловна,357,8х,4,Сузальцева_ТМ,V6ZEVL5D
460,Чиличкина Светлана Яковлевна,5,8в,5,Чиличкина_СЯ,rdGqDZkD
461,Шантыкова Карина Максимовна,198,10д,3,Шантыкова_КМ,w0xEsfaT
462,Недосекин Владислав Яковлевич,457,10а,4,Недосекин_ВЯ,gl7V2cIe
463,Максимкин Федор Фёдорович,172,10г,2,Максимкин_ФФ,Pj12R75q
464,Матбиюшина Виктория Игоревна,237,8д,2,Матбиюшина_ВИ,N0IsuP3n
465,Шишкунов Герасим Юрьевич,110,8т,4,Шишкунов_ГЮ,rCLwRHXn
466,Сухинин Георгий Алексиевич,475,10х,4,Сухинин_ГА,2SNLrKzZ
467,Бисеева Полина Романовна,48,7д,5,Бисеева_ПР,UrtidsuQ
468,Жукулов Михаил Денисович,60,11г,3,Жукулов_МД,iBreF4CB
469,Тоняев Герасим Петрович,378,9т,5,Тоняев_ГП,ioXVchUK
470,Шушенкова Алёна Олеговна,36,7и,2,Шушенкова_АО,sWFGsV9k
471,Разроев Дмитрий Павлович,59,9а,2,Разроев_ДП,hVi9ghTz
472,Баззаев Анатолий Данилович,339,9д,2,Баззаев_АД,0CzNtwOC
473,Цекова Алла Олеговна,50,8д,2,Цекова_АО,wjjCsA4m
474,Аборонова Алиса Алексеевна,444,7г,5,Аборонова_АА,mbSCqIe4
475,Ягловская Ева Олеговна,181,8в,4,Ягловская_ЕО,OTP7VFF2
476,Шароварова Яна Романовна,175,8а,4,Шароварова_ЯР,kJyJyJlw
477,Общев Яков Викторович,466,8а,4,Общев_ЯВ,WcRh18sm
478,Ойзерская Катерина Эдуардовна,120,7х,2,Ойзерская_КЭ,elu6H7aG
479,Прусский Ярослав Иванович,479,11б,2,Прусский_ЯИ,aWq31JX0
480,Лабинов Павел Алексеевич,272,7б,5,Лабинов_ПА,upP07MWZ
481,Покровов Эдуард Павлович,312,8б,2,Покровов_ЭП,aZa8N1X1
482,Мачехин Эдуард Данилович,19,7д,3,Мачехин_ЭД,xSgocMeP
483,Кодорская Раиса Ивановна,27,11б,3,Кодорская_РИ,dfaZJfu3
484,Кондраева Марина Ивановна,469,9д,3,Кондраева_МИ,lKexqqGy
485,Бульенков Валентин Иванович,136,10т,4,Бульенков_ВИ,8JsdMmLy
486,Тагакова Вероника Яковлевна,393,8т,4,Тагакова_ВЯ,wWTSHYdB
487,Гершанова Любовь Евгеньевна,383,11т,5,Гершанова_ЛЕ,0KgJAgHp
488,Салина Алена Егоровна,73,11в,5,Салина_АЕ,W0vvu4jz
489,Фрумова Зинаида Аркадьевна,78,8а,4,Фрумова_ЗА,9zITr0YH
490,Хорняков Борис Борисович,13,8г,2,Хорняков_ББ,JiMGE7O2
491,Гдагазина Лиза Василевна,212,9т,5,Гдагазина_ЛВ,XCnhsGDk
492,Агаршев Ярослав Михаилович,276,9т,2,Агаршев_ЯМ,ftLosfA9
493,Корюшин Пётр Антонович,326,8х,2,Корюшин_ПА,dachCBAh
494,Калаев Пётр Алексиевич,68,8а,3,Калаев_ПА,rFgseubW
495,Ккаталкина Виолетта Егоровна,53,7б,2,Ккаталкина_ВЕ,KX33CVJ9
496,Рачнов Герасим Алексеевич,103,10а,5,Рачнов_ГА,uDtboTgr
497,Миндубаева Людмила Леонидовна,477,11и,2,Миндубаева_ЛЛ,EFI43DqI
498,Агафьева Вера Ивановна,352,11х,3,Агафьева_ВИ,v5PvXmLK
499,Житин Эдуард Адамович,481,9а,5,Житин_ЭА,4dfmXhCw
